state,zcta,zip,tribe,pop_2015,pop_2020
NE,68047,68047,Winnebago Reservation,12,32
NE,68020,68020,Omaha Reservation,58,38
NE,68038,68038,Omaha Reservation,15,28
NE,68067,68067,Omaha Reservation,835,1042
NE,68760,68760,Santee Reservation,823,688
NE,68718,68718,Santee Reservation,44,40
NE,68355,68355,Sac and Fox Nation Reservation,350,398
NE,69360,69360,Pine Ridge Reservation,283,301
NE,68791,68791,Omaha Reservation,21,7
NE,68784,68784,Winnebago Reservation,7,8
NE,68431,68431,Sac and Fox Nation Reservation,88,23
NE,68431,68431,Iowa (KS-NE) Reservation,88,23
NE,68071,68071,Omaha Reservation,1880,1894
NE,69365,69365,Pine Ridge Reservation,6,0
NE,68730,68730,Ponca (NE) Trust Land,12,65
NE,68062,68062,Omaha Reservation,2,5
NE,68760,68760,Ponca (NE) Trust Land,823,688
NE,68508,68501,Ponca (NE) Trust Land,189,291
NE,68508,68508,Ponca (NE) Trust Land,189,291
NE,68508,68509,Ponca (NE) Trust Land,189,291
NE,68457,68457,Sac and Fox Nation Off-Reservation Trust Land,2,11
NE,68019,68019,Winnebago Off-Reservation Trust Land,26,53
NV,89442,89442,Pyramid Lake Paiute Reservation,710,596
NV,89820,89820,Battle Mountain Off-Reservation Trust Land,373,320
NV,89427,89427,Walker River Reservation,764,939
NV,89301,89301,Ely Reservation,502,349
NV,89820,89820,Battle Mountain Reservation,373,320
UT,84034,84034,Goshute Reservation,127,170
NV,89424,89424,Pyramid Lake Paiute Reservation,222,196
NV,89310,89310,Yomba Reservation,229,65
NV,89815,89815,South Fork Reservation,302,251
NV,89431,89431,Reno-Sparks Indian Colony,961,1336
NV,89431,89432,Reno-Sparks Indian Colony,961,1336
NV,89835,89835,Wells Colony,152,134
NV,89314,89314,Duckwater Reservation,242,222
NV,89434,89434,Pyramid Lake Paiute Reservation,897,526
NV,89434,89435,Pyramid Lake Paiute Reservation,897,526
NV,89025,89025,Moapa River Indian Reservation,201,396
NV,89025,89037,Moapa River Indian Reservation,201,396
NV,89025,89067,Moapa River Indian Reservation,201,396
NV,89423,89423,Washoe Ranches Trust Land,128,178
NV,89441,89441,Reno-Sparks Indian Colony,769,851
NV,89406,89406,Fallon Paiute-Shoshone Reservation,1411,1599
NV,89406,89407,Fallon Paiute-Shoshone Reservation,1411,1599
NV,89124,89124,Las Vegas Indian Colony,37,53
NV,89506,89506,Reno-Sparks Indian Colony,946,1078
NV,89506,89599,Reno-Sparks Indian Colony,946,1078
NV,89410,89410,Washoe Ranches Trust Land,219,253
NV,89411,89411,Stewart Community,0,20
NV,89410,89410,Dresslerville Colony,219,253
NV,89412,89412,Summit Lake Reservation,0,0
NV,89447,89447,Campbell Ranch,934,988
NV,89460,89460,Dresslerville Colony,960,679
NV,89502,89502,Reno-Sparks Indian Colony,1170,1595
NV,89502,89515,Reno-Sparks Indian Colony,1170,1595
NV,89502,89555,Reno-Sparks Indian Colony,1170,1595
NV,89502,89570,Reno-Sparks Indian Colony,1170,1595
NV,89502,89595,Reno-Sparks Indian Colony,1170,1595
NV,89833,89833,South Fork Off-Reservation Trust Land,16,7
NV,89521,89521,Reno-Sparks Indian Colony,377,799
NV,89444,89444,Washoe Ranches Trust Land,72,106
NV,89421,89421,Fort McDermitt Indian Reservation,654,303
NV,89408,89408,Pyramid Lake Paiute Reservation,681,1064
NV,89510,89510,Pyramid Lake Paiute Reservation,233,453
NV,89801,89801,Elko Colony,1392,2100
NV,89801,89802,Elko Colony,1392,2100
NV,89801,89803,Elko Colony,1392,2100
NV,89406,89406,Fallon Paiute-Shoshone Colony,1411,1599
NV,89406,89407,Fallon Paiute-Shoshone Colony,1411,1599
NV,89701,89701,Stewart Community,1184,1113
NV,89701,89702,Stewart Community,1184,1113
NV,89701,89711,Stewart Community,1184,1113
NV,89701,89712,Stewart Community,1184,1113
NV,89701,89713,Stewart Community,1184,1113
NV,89701,89714,Stewart Community,1184,1113
NV,89436,89436,Reno-Sparks Indian Colony,750,1007
NV,89511,89511,Reno-Sparks Off-Reservation Trust Land,457,386
NV,89815,89815,South Fork Off-Reservation Trust Land,302,251
NV,89045,89045,Yomba Reservation,0,39
NV,89029,89028,Fort Mojave Reservation,177,69
NV,89029,89029,Fort Mojave Reservation,177,69
NV,89106,89106,Las Vegas Indian Colony,535,592
NV,89106,89127,Las Vegas Indian Colony,535,592
NV,89106,89155,Las Vegas Indian Colony,535,592
NV,89106,89177,Las Vegas Indian Colony,535,592
NV,89705,89705,Stewart Community,119,208
NV,89423,89423,Stewart Community,128,178
NV,89406,89406,Fallon Paiute-Shoshone (Reservation) Off-Reservation Trust Land,1411,1599
NV,89406,89407,Fallon Paiute-Shoshone (Reservation) Off-Reservation Trust Land,1411,1599
NV,89703,89703,Carson Colony,511,444
NV,89511,89511,Reno-Sparks Indian Colony,457,386
NV,89701,89701,Washoe Ranches Trust Land,1184,1113
NV,89701,89702,Washoe Ranches Trust Land,1184,1113
NV,89701,89711,Washoe Ranches Trust Land,1184,1113
NV,89701,89712,Washoe Ranches Trust Land,1184,1113
NV,89701,89713,Washoe Ranches Trust Land,1184,1113
NV,89701,89714,Washoe Ranches Trust Land,1184,1113
NV,89502,89502,Reno-Sparks Off-Reservation Trust Land,1170,1595
NV,89502,89515,Reno-Sparks Off-Reservation Trust Land,1170,1595
NV,89502,89555,Reno-Sparks Off-Reservation Trust Land,1170,1595
NV,89502,89570,Reno-Sparks Off-Reservation Trust Land,1170,1595
NV,89502,89595,Reno-Sparks Off-Reservation Trust Land,1170,1595
NV,89419,89419,Lovelock Indian Colony,307,486
NV,89408,89408,Fallon Paiute-Shoshone (Colony) Off-Reservation Trust Land,681,1064
NV,89447,89447,Walker River Reservation,934,988
NV,89447,89447,Yerington Colony,934,988
NV,89406,89406,Fallon Paiute-Shoshone (Colony) Off-Reservation Trust Land,1411,1599
NV,89406,89407,Fallon Paiute-Shoshone (Colony) Off-Reservation Trust Land,1411,1599
NV,89439,89439,Reno-Sparks Indian Colony,17,18
NV,89445,89445,Fort McDermitt Indian Reservation,342,704
NV,89445,89445,Winnemucca Indian Colony,342,704
NM,87313,87313,Navajo Nation Reservation,5767,5639
NM,87461,87461,Navajo Nation Reservation,1201,1400
NM,87499,87499,Navajo Nation Off-Reservation Trust Land,430,600
NM,87013,87013,Navajo Nation Off-Reservation Trust Land,3719,5081
NM,87001,87001,San Felipe Pueblo,3564,2716
NM,87413,87413,Navajo Nation Off-Reservation Trust Land,4644,3989
NM,87310,87310,Navajo Nation Reservation,965,1040
NM,87528,87528,Jicarilla Apache Nation Reservation,2967,2967
NM,87319,87319,Navajo Nation Reservation,2067,1826
NM,87326,87326,Navajo Nation Reservation,1722,1511
NM,87321,87321,Navajo Nation Off-Reservation Trust Land,1473,1619
NM,87045,87045,Navajo Nation Off-Reservation Trust Land,1473,1663
NM,87416,87416,Navajo Nation Reservation,4472,4128
NM,87020,87020,Acoma Pueblo,2231,2169
NM,87323,87323,Navajo Nation Off-Reservation Trust Land,3523,3726
NM,87571,87571,Taos Pueblo,1866,1735
NM,87026,87026,Laguna Pueblo,3471,3757
NM,87455,87455,Navajo Nation Reservation,1599,1564
NM,87566,87566,Ohkay Owingeh,1696,1403
NM,87420,87420,Navajo Nation Reservation,11408,11610
NM,87325,87325,Navajo Nation Reservation,2795,3339
NM,87375,87375,Navajo Nation Reservation,2812,3603
NM,87105,87105,Isleta Pueblo,2815,3185
NM,87105,87195,Isleta Pueblo,2815,3185
NM,87825,87825,Navajo Nation Reservation,973,1308
NM,87311,87311,Navajo Nation Off-Reservation Trust Land,3970,4093
NM,87327,87327,Zuni Reservation,11061,7997
NM,87506,87506,San Ildefonso Pueblo,2040,3174
NM,87506,87574,San Ildefonso Pueblo,2040,3174
NM,87357,87357,Navajo Nation Off-Reservation Trust Land,694,586
NM,87319,87319,Navajo Nation Off-Reservation Trust Land,2067,1826
NM,87313,87313,Navajo Nation Off-Reservation Trust Land,5767,5639
NM,87013,87013,Navajo Nation Reservation,3719,5081
NM,87499,87499,Navajo Nation Reservation,430,600
NM,88340,88340,Mescalero Reservation,3388,3860
NM,87026,87026,Navajo Nation Reservation,3471,3757
NM,87532,87532,Santa Clara Pueblo,1762,1887
NM,87532,87533,Santa Clara Pueblo,1762,1887
NM,87575,87575,Jicarilla Apache Nation Reservation,16,5
NM,87037,87037,Navajo Nation Off-Reservation Trust Land,586,797
NM,87034,87034,Acoma Pueblo,2292,1815
NM,87320,87320,Navajo Nation Reservation,737,377
NM,87375,87375,Navajo Nation Off-Reservation Trust Land,2812,3603
NM,87326,87326,Navajo Nation Off-Reservation Trust Land,1722,1511
NM,87013,87013,Jicarilla Apache Nation Reservation,3719,5081
NM,87364,87364,Navajo Nation Reservation,939,1085
NM,87010,87010,Santo Domingo Pueblo,48,0
AZ,86515,86515,Navajo Nation Off-Reservation Trust Land,4293,3498
NM,87529,87529,Taos Pueblo,191,50
NM,87113,87113,Sandia Pueblo,420,702
NM,87068,87068,Isleta Pueblo,1088,2225
NM,87507,87507,Santo Domingo Pueblo,1584,1364
NM,87507,87592,Santo Domingo Pueblo,1584,1364
NM,87305,87305,Navajo Nation Reservation,2900,2848
NM,87322,87322,Navajo Nation Off-Reservation Trust Land,250,114
NM,87421,87421,Navajo Nation Reservation,1291,1198
NM,87311,87311,Navajo Nation Reservation,3970,4093
NM,87052,87052,Santo Domingo Pueblo,3329,2893
NM,87041,87041,Pueblo de Cochiti,82,201
NM,87031,87031,Isleta Pueblo,1484,1845
NM,87401,87401,Navajo Nation Off-Reservation Trust Land,14559,16825
NM,87004,87004,Sandia Pueblo,1691,2549
NM,87532,87532,Ohkay Owingeh,1762,1887
NM,87532,87533,Ohkay Owingeh,1762,1887
NM,87037,87037,Navajo Nation Reservation,586,797
NM,87121,87121,Isleta Pueblo,2745,4221
NM,87506,87506,Nambe Pueblo,2040,3174
NM,87506,87574,Nambe Pueblo,2040,3174
NM,87024,87024,Jemez Pueblo,1957,2144
NM,87323,87323,Navajo Nation Reservation,3523,3726
NM,87321,87321,Navajo Nation Reservation,1473,1619
NM,87052,87052,San Felipe Pueblo/Santo Domingo Pueblo joint-use area,3329,2893
NM,88317,88317,Mescalero Reservation,24,44
NM,87553,87553,Picuris Pueblo,178,315
NM,87305,87305,Navajo Nation Off-Reservation Trust Land,2900,2848
NM,87506,87506,Pueblo of Pojoaque,2040,3174
NM,87506,87574,Pueblo of Pojoaque,2040,3174
NM,87018,87018,Navajo Nation Off-Reservation Trust Land,457,485
NM,87312,87312,Navajo Nation Off-Reservation Trust Land,428,355
NM,87122,87122,Sandia Pueblo,291,376
NM,87020,87020,Acoma Off-Reservation Trust Land,2231,2169
NM,87053,87053,Zia Pueblo,902,1109
NM,87312,87312,Navajo Nation Reservation,428,355
NM,87316,87316,Navajo Nation Off-Reservation Trust Land,1284,1024
NM,87004,87004,Santa Ana Pueblo,1691,2549
NM,87506,87506,Tesuque Pueblo,2040,3174
NM,87506,87574,Tesuque Pueblo,2040,3174
NM,87114,87114,Sandia Pueblo,4146,3889
NM,87114,87184,Sandia Pueblo,4146,3889
NM,87114,87187,Sandia Pueblo,4146,3889
NM,87114,87193,Sandia Pueblo,4146,3889
NM,87026,87026,Laguna Off-Reservation Trust Land,3471,3757
NM,87007,87007,Laguna Pueblo,1086,912
NM,87045,87045,Navajo Nation Reservation,1473,1663
NM,87121,87121,Laguna Pueblo,2745,4221
NM,87072,87072,Pueblo de Cochiti,544,630
NM,87321,87321,Zuni Reservation,1473,1619
NM,87521,87521,Picuris Pueblo,57,26
NM,87521,87576,Picuris Pueblo,57,26
NM,87022,87022,Isleta Pueblo,938,749
NM,87529,87529,Taos Off-Reservation Trust Land,191,50
NM,87053,87053,Zia Off-Reservation Trust Land,902,1109
NM,87571,87571,Taos Off-Reservation Trust Land,1866,1735
NM,87357,87357,Navajo Nation Reservation,694,586
NM,87049,87049,Acoma Off-Reservation Trust Land,732,1292
NM,87317,87317,Navajo Nation Off-Reservation Trust Land,642,1081
NM,87038,87038,Laguna Pueblo,507,651
NM,87413,87413,Navajo Nation Reservation,4644,3989
NM,87579,87579,Picuris Pueblo,14,1
NM,87537,87537,Ohkay Owingeh,39,118
NM,87041,87041,Santo Domingo Pueblo,82,201
NM,87506,87506,Tesuque Off-Reservation Trust Land,2040,3174
NM,87506,87574,Tesuque Off-Reservation Trust Land,2040,3174
NM,87532,87532,Santa Clara Off-Reservation Trust Land,1762,1887
NM,87532,87533,Santa Clara Off-Reservation Trust Land,1762,1887
NM,87005,87005,Navajo Nation Off-Reservation Trust Land,102,0
NM,87412,87412,Navajo Nation Reservation,166,163
NM,87412,87412,Navajo Nation Off-Reservation Trust Land,166,163
NM,87567,87567,Santa Clara Pueblo,13,1
NM,87040,87040,Laguna Pueblo,370,607
NM,87322,87322,Navajo Nation Reservation,250,114
NM,87825,87825,Acoma Off-Reservation Trust Land,973,1308
NM,87316,87316,Navajo Nation Reservation,1284,1024
NM,88345,88345,Mescalero Reservation,634,15
NM,87043,87043,Sandia Pueblo,53,158
NM,87043,87043,Santa Ana Pueblo,53,158
NM,87004,87004,San Felipe Pueblo,1691,2549
NM,87004,87004,San Felipe Pueblo/Santa Ana Pueblo joint-use area,1691,2549
NM,87001,87001,San Felipe Pueblo/Santa Ana Pueblo joint-use area,3564,2716
NM,87121,87121,Laguna Off-Reservation Trust Land,2745,4221
NM,87002,87002,Laguna Pueblo,1161,706
NM,87083,87083,Pueblo de Cochiti,152,131
NM,87144,87144,Santa Ana Pueblo,1926,1561
NM,87001,87001,San Felipe Pueblo/Santo Domingo Pueblo joint-use area,3564,2716
NM,87052,87052,San Felipe Pueblo,3329,2893
NM,88030,88030,Fort Sill Apache Indian Reservation,431,289
NM,88030,88031,Fort Sill Apache Indian Reservation,431,289
NM,87829,87829,Zuni Reservation,12,0
NM,87301,87301,Navajo Nation Off-Reservation Trust Land,10893,14510
NM,87301,87302,Navajo Nation Off-Reservation Trust Land,10893,14510
NM,87034,87034,Laguna Pueblo,2292,1815
NM,87026,87026,Acoma Pueblo,3471,3757
NM,87506,87506,Pojoaque Off-Reservation Trust Land,2040,3174
NM,87506,87574,Pojoaque Off-Reservation Trust Land,2040,3174
NM,87511,87511,Ohkay Owingeh,0,0
NM,87401,87401,Navajo Nation Reservation,14559,16825
NM,87029,87029,Jicarilla Apache Nation Reservation,6,10
NM,87365,87365,Navajo Nation Off-Reservation Trust Land,NA,NA
NM,87507,87507,Pueblo de Cochiti,1584,1364
NM,87507,87592,Pueblo de Cochiti,1584,1364
NM,87049,87049,Laguna Pueblo,732,1292
NM,87520,87520,Jicarilla Apache Nation Off-Reservation Trust Land,100,0
NM,87507,87507,Pojoaque Off-Reservation Trust Land,1584,1364
NM,87507,87592,Pojoaque Off-Reservation Trust Land,1584,1364
NM,87506,87506,Nambe Off-Reservation Trust Land,2040,3174
NM,87506,87574,Nambe Off-Reservation Trust Land,2040,3174
NY,13655,13655,St. Regis Mohawk Reservation,2999,2504
NY,13425,13362,Oneida Nation Reservation,0,0
NY,13425,13425,Oneida Nation Reservation,0,0
NY,13037,13037,Oneida Nation Reservation,35,90
NY,13421,13421,Oneida Nation Reservation,370,37
NY,14779,14779,Allegany Reservation,1594,1567
NY,13032,13032,Oneida Nation Reservation,116,393
NY,13032,13043,Oneida Nation Reservation,116,393
NY,14727,14727,Oil Springs Reservation,37,22
NY,14727,14786,Oil Springs Reservation,37,22
NY,14013,14013,Tonawanda Reservation,444,361
NY,13409,13409,Oneida Nation Reservation,129,23
NY,13461,13461,Oneida Nation Reservation,0,7
NY,14755,14755,Allegany Reservation,39,87
NY,13030,13030,Oneida Nation Reservation,10,0
NY,13478,13478,Oneida Nation Reservation,0,0
NY,13026,13026,Cayuga Nation TDSA,37,26
NY,13026,13139,Cayuga Nation TDSA,37,26
NY,13147,13147,Cayuga Nation TDSA,2,0
NY,13440,13440,Oneida Nation Reservation,333,410
NY,13440,13442,Oneida Nation Reservation,333,410
NY,13440,13449,Oneida Nation Reservation,333,410
NY,13148,13148,Cayuga Nation TDSA,173,79
NY,14081,14081,Cattaraugus Reservation,1268,1002
NY,13054,13054,Oneida Nation Reservation,0,0
NY,13471,13471,Oneida Nation Reservation,29,28
NY,13082,13082,Oneida Nation Reservation,84,4
NY,13035,13035,Oneida Nation Reservation,8,47
NY,14129,14129,Cattaraugus Reservation,289,157
NY,14847,14847,Cayuga Nation TDSA,44,53
NY,13476,13476,Oneida Nation Reservation,12,16
NY,13120,13120,Onondaga Nation Reservation,164,189
NY,13140,13140,Cayuga Nation TDSA,7,41
NY,13408,13408,Oneida Nation Reservation,40,6
NY,14521,14521,Cayuga Nation TDSA,22,61
NY,14748,14748,Allegany Reservation,197,158
NY,13477,13477,Oneida Nation Reservation,27,6
NY,13308,13308,Oneida Nation Reservation,0,13
NY,13308,13401,Oneida Nation Reservation,0,13
NY,13034,13034,Cayuga Nation TDSA,18,8
NY,13162,13162,Oneida Nation Reservation,0,0
NY,13134,13134,Oneida Nation Reservation,6,0
NY,14783,14783,Allegany Reservation,147,144
NY,11950,11950,Poospatuck (state) Reservation,318,850
NY,13104,13104,Oneida Nation Reservation,56,170
NY,14541,14541,Cayuga Nation TDSA,42,65
NY,13402,13402,Oneida Nation Reservation,10,0
NY,13402,13465,Oneida Nation Reservation,10,0
NY,14753,14753,Allegany Reservation,17,16
NY,13165,13165,Cayuga Nation TDSA,31,62
NY,14092,14092,Tuscarora Nation Reservation,456,352
NY,14092,14107,Tuscarora Nation Reservation,456,352
NY,14092,14144,Tuscarora Nation Reservation,456,352
NY,14772,14730,Allegany Reservation,69,64
NY,14772,14772,Allegany Reservation,69,64
NY,14070,14070,Cattaraugus Reservation,636,551
NY,14132,14132,Tuscarora Nation Reservation,613,450
NY,14706,14706,Allegany Reservation,115,126
NY,14001,14001,Tonawanda Reservation,116,146
NY,13157,13157,Oneida Nation Reservation,19,20
NY,13117,13117,Cayuga Nation TDSA,3,19
NY,13160,13160,Cayuga Nation TDSA,104,12
NY,14091,14091,Cattaraugus Reservation,206,555
NY,11968,11968,Shinnecock (state) Reservation,188,25
NY,11968,11969,Shinnecock (state) Reservation,188,25
NY,13303,13303,Oneida Nation Reservation,3,17
NY,13323,13323,Oneida Nation Reservation,11,95
NY,13323,13341,Oneida Nation Reservation,11,95
NY,13328,13328,Oneida Nation Reservation,2,2
NY,13163,13163,Oneida Nation Reservation,2,1
NC,28348,28348,Lumbee SDTSA,2041,1765
NC,28334,28334,Coharie SDTSA,381,418
NC,28334,28335,Coharie SDTSA,381,418
NC,28358,28358,Lumbee SDTSA,7307,7923
NC,28390,28390,Coharie SDTSA,885,801
NC,28304,28304,Lumbee SDTSA,1231,972
NC,28372,28372,Lumbee SDTSA,9449,9829
NC,27546,27546,Coharie SDTSA,550,538
NC,27546,27552,Coharie SDTSA,550,538
NC,28306,28306,Lumbee SDTSA,1760,1795
NC,28719,28719,Eastern Cherokee Reservation,6570,6004
NC,28384,28384,Lumbee SDTSA,1998,1595
NC,28352,28352,Lumbee SDTSA,3020,3263
NC,28352,28353,Lumbee SDTSA,3020,3263
NC,28395,28395,Lumbee SDTSA,128,72
NC,28314,28309,Lumbee SDTSA,1491,1326
NC,28314,28314,Lumbee SDTSA,1491,1326
NC,28377,28377,Lumbee SDTSA,5140,5859
NC,28383,28383,Lumbee SDTSA,5003,4861
NC,28339,28339,Coharie SDTSA,150,43
NC,28328,28328,Coharie SDTSA,1001,1393
NC,28328,28329,Coharie SDTSA,1001,1393
NC,28905,28905,Eastern Cherokee Reservation,199,141
NC,27589,27589,Haliwa-Saponi SDTSA,682,844
NC,27986,27986,Meherrin SDTSA,110,101
NC,27910,27910,Meherrin SDTSA,507,267
NC,28450,28450,Waccamaw Siouan SDTSA,470,376
NC,28434,28434,Waccamaw Siouan SDTSA,46,342
NC,27844,27844,Haliwa-Saponi SDTSA,1757,1538
NC,28906,28903,Eastern Cherokee Reservation,428,492
NC,28906,28906,Eastern Cherokee Reservation,428,492
NC,28771,28771,Eastern Cherokee Reservation,848,837
NC,28423,28423,Waccamaw Siouan SDTSA,948,1027
NC,28344,28344,Coharie SDTSA,90,26
NC,27551,27551,Haliwa-Saponi SDTSA,188,90
NC,27551,27586,Haliwa-Saponi SDTSA,188,90
NC,27922,27922,Meherrin SDTSA,12,19
NC,28311,28311,Lumbee SDTSA,433,929
NC,28371,28371,Lumbee SDTSA,591,862
NC,28312,28312,Lumbee SDTSA,939,451
NC,27549,27549,Haliwa-Saponi SDTSA,481,470
NC,28376,28376,Lumbee SDTSA,2577,2820
NC,28360,28360,Lumbee SDTSA,8900,9895
NC,28364,28364,Lumbee SDTSA,10450,10204
NC,27217,27217,Occaneechi-Saponi SDTSA,337,276
NC,28390,28390,Lumbee SDTSA,885,801
NC,28356,28356,Lumbee SDTSA,209,102
NC,27574,27574,Sappony SDTSA,148,207
NC,28391,28391,Lumbee SDTSA,130,242
NC,28386,28386,Lumbee SDTSA,3426,3324
NC,28357,28357,Lumbee SDTSA,877,459
NC,28340,28340,Lumbee SDTSA,3211,3198
NC,28318,28318,Lumbee SDTSA,222,176
NC,28351,28351,Lumbee SDTSA,708,834
NC,28396,28396,Lumbee SDTSA,405,301
NC,27278,27278,Occaneechi-Saponi SDTSA,357,566
NC,28382,28382,Lumbee SDTSA,107,172
NC,27302,27302,Occaneechi-Saponi SDTSA,452,285
NC,28395,28395,Coharie SDTSA,128,72
NC,28363,28363,Lumbee SDTSA,81,159
NC,27850,27850,Haliwa-Saponi SDTSA,385,217
NC,28369,28319,Lumbee SDTSA,553,350
NC,28369,28369,Lumbee SDTSA,553,350
NC,27243,27243,Occaneechi-Saponi SDTSA,55,133
NC,27521,27521,Coharie SDTSA,255,108
NC,28301,28301,Lumbee SDTSA,415,595
NC,28301,28302,Lumbee SDTSA,415,595
NC,28308,28308,Lumbee SDTSA,21,14
NC,28323,28323,Coharie SDTSA,30,75
NC,27231,27231,Occaneechi-Saponi SDTSA,6,105
NC,27823,27823,Haliwa-Saponi SDTSA,287,424
NC,28315,28315,Lumbee SDTSA,678,557
NC,27891,27891,Haliwa-Saponi SDTSA,330,90
NC,28375,28375,Lumbee SDTSA,2,10
NC,27856,27856,Haliwa-Saponi SDTSA,263,313
NC,28342,28342,Coharie SDTSA,0,14
NC,28356,28356,Coharie SDTSA,209,102
NC,28343,28343,Lumbee SDTSA,117,233
NC,28399,28399,Lumbee SDTSA,0,26
NC,27870,27870,Haliwa-Saponi SDTSA,482,806
NC,28713,28713,Eastern Cherokee Reservation,712,925
NC,27258,27258,Occaneechi-Saponi SDTSA,247,11
NC,28303,28303,Lumbee SDTSA,587,668
NC,28305,28305,Lumbee SDTSA,158,38
NC,28378,28378,Lumbee SDTSA,NA,NA
NC,27501,27501,Coharie SDTSA,141,171
NC,28901,28901,Eastern Cherokee Reservation,232,193
NC,28789,28789,Eastern Cherokee Reservation,700,1105
NC,28751,28751,Eastern Cherokee Reservation,49,19
NC,28318,28318,Coharie SDTSA,222,176
NC,28382,28382,Coharie SDTSA,107,172
NC,27253,27253,Occaneechi-Saponi SDTSA,490,866
NC,27253,27359,Occaneechi-Saponi SDTSA,490,866
NC,27565,27565,Sappony SDTSA,271,515
NC,28442,28442,Waccamaw Siouan SDTSA,154,8
NC,28345,28345,Lumbee SDTSA,694,739
NC,28362,28362,Lumbee SDTSA,NA,NA
NC,28359,28359,Lumbee SDTSA,NA,NA
NC,28307,28307,Lumbee SDTSA,727,386
NC,28331,28331,Coharie SDTSA,NA,NA
ND,58770,58770,Fort Berthold Reservation,684,870
ND,58528,58528,Standing Rock Reservation,754,770
ND,58316,58316,Turtle Mountain Reservation,6760,6777
ND,58568,58568,Standing Rock Reservation,376,447
ND,58779,58779,Fort Berthold Reservation,0,0
ND,58771,58771,Fort Berthold Reservation,15,0
ND,58538,58538,Standing Rock Reservation,2492,2358
ND,58381,58381,Spirit Lake Reservation,77,147
ND,58757,58757,Fort Berthold Reservation,1041,783
ND,58763,58763,Fort Berthold Reservation,2896,2733
ND,58370,58370,Spirit Lake Reservation,1212,1295
SD,57641,57641,Standing Rock Reservation,51,44
ND,58043,58043,Lake Traverse Reservation,6,10
SD,57638,57638,Standing Rock Reservation,73,84
ND,58329,58329,Turtle Mountain Off-Reservation Trust Land,2743,2586
ND,58570,58570,Standing Rock Reservation,86,68
ND,58374,58374,Spirit Lake Reservation,322,255
ND,58369,58369,Turtle Mountain Off-Reservation Trust Land,871,842
ND,58357,58357,Spirit Lake Reservation,222,226
ND,58540,58540,Fort Berthold Reservation,414,491
ND,58380,58380,Spirit Lake Reservation,20,19
ND,58351,58351,Spirit Lake Reservation,38,35
SD,57645,57645,Standing Rock Reservation,8,31
SD,57660,57660,Standing Rock Reservation,1,3
ND,58013,58013,Lake Traverse Reservation,0,4
SD,57642,57642,Standing Rock Reservation,1739,1601
ND,58335,58335,Spirit Lake Reservation,1645,1793
ND,58756,58756,Fort Berthold Reservation,38,27
ND,58367,58367,Turtle Mountain Off-Reservation Trust Land,728,1015
ND,58282,58282,Turtle Mountain Off-Reservation Trust Land,111,157
ND,58775,58775,Fort Berthold Reservation,234,68
ND,58636,58636,Fort Berthold Reservation,390,243
ND,58523,58523,Fort Berthold Reservation,13,94
ND,58316,58316,Turtle Mountain Off-Reservation Trust Land,6760,6777
ND,58844,58844,Turtle Mountain Off-Reservation Trust Land,0,0
ND,58327,58327,Spirit Lake Reservation,29,17
ND,58773,58773,Turtle Mountain Off-Reservation Trust Land,0,30
ND,58540,58540,Turtle Mountain Off-Reservation Trust Land,414,491
ND,58845,58845,Turtle Mountain Off-Reservation Trust Land,19,22
ND,58053,58053,Lake Traverse Reservation,56,50
ND,58367,58367,Turtle Mountain Reservation,728,1015
ND,58041,58041,Lake Traverse Reservation,159,166
ND,58801,58801,Turtle Mountain Off-Reservation Trust Land,1426,1885
ND,58801,58802,Turtle Mountain Off-Reservation Trust Land,1426,1885
ND,58801,58803,Turtle Mountain Off-Reservation Trust Land,1426,1885
ND,58788,58788,Turtle Mountain Off-Reservation Trust Land,34,7
ND,58716,58716,Turtle Mountain Off-Reservation Trust Land,3,14
ND,58769,58769,Turtle Mountain Off-Reservation Trust Land,0,0
ND,58718,58718,Turtle Mountain Off-Reservation Trust Land,28,5
ND,58366,58366,Turtle Mountain Off-Reservation Trust Land,345,436
ND,58541,58541,Fort Berthold Reservation,23,20
ND,58580,58580,Fort Berthold Reservation,0,6
ND,58759,58759,Turtle Mountain Off-Reservation Trust Land,26,17
SD,57255,57255,Lake Traverse Reservation,73,96
ND,58067,58067,Lake Traverse Reservation,3,0
ND,58041,58041,Lake Traverse Off-Reservation Trust Land,159,166
ND,58301,58301,Spirit Lake Reservation,1330,1488
ND,58379,58379,Spirit Lake Reservation,354,290
OK,74738,74738,Choctaw OTSA,107,197
OK,73052,73052,Chickasaw OTSA,553,942
OK,74464,74444,Cherokee OTSA,14321,14850
OK,74464,74464,Cherokee OTSA,14321,14850
OK,74464,74465,Cherokee OTSA,14321,14850
OK,73086,73086,Chickasaw OTSA,1904,1945
OK,74557,74557,Choctaw OTSA,74,87
OK,73762,73762,Cheyenne and Arapaho OTSA,109,148
OK,73460,73460,Chickasaw OTSA,1020,1033
OK,74963,74963,Choctaw OTSA,165,212
OK,74434,74434,Creek OTSA,2849,3799
OK,74106,74106,Cherokee OTSA,1884,2224
OK,74106,74148,Cherokee OTSA,1884,2224
OK,74106,74149,Cherokee OTSA,1884,2224
OK,74106,74156,Cherokee OTSA,1884,2224
OK,73130,73130,Citizen Potawatomi Nation-Absentee Shawnee OTSA,1261,1632
OK,74441,74441,Cherokee OTSA,2828,2599
OK,74426,74426,Creek OTSA,2413,2620
OK,73010,73010,Chickasaw OTSA,1868,2215
